tweet,index
Contagem recebe novas doses de vacina contra a catapora; veja onde se vacinarCrianças de 15 meses e de quatro anos devem receber o imunizante. As doses serão distribuídas em uma UBS por regiãohttps://t.co/7VsXC6CY0U,1365
"Sem vacina em 2025, Estado investe em medidas de prevenção para denguehttps://t.co/hw3svo12QO",1372
Menos da metade de crianças e adolescentes voltou para tomar 2ª dose da vacina contra dengue em Ribeirão Preto #g1Ribeirao https://t.co/VolQxLyRuH,1373
"Joias, vacina e fake news: veja como estão outros casos em que Bolsonaro é  investigadohttps://t.co/DYz3dI6Gzi",1376
São Paulo recebe novas doses de vacina de febre amarela depois de caso da doença https://t.co/E4WogVDdhO,1382
Fraude em vacina ajudou Bolsonaro a criar álibi para atos golpistas de 8/1  https://t.co/vRfjPGraHZ,1398
"💉 Olá! A edição da #Newsletter da Tatu de hoje é todinha falando sobre a chegada da vacina #Coronavac nos estados dentre outros temas a partir do início da vacinação.Clique abaixo e n deixe de assinar, todas às terças tem sempre novidade no seu email. https://t.co/m1AYRdaq3S",1400
"VEM VACINA! 🤩💉Os 9 estados do Nordeste vão receber, no total, 1.200.560 de vacinas deste volume e estarão liberados para começar a vacinação a partir das 17h de hoje.😀Confira quantas doses cada estado da região irá receber - &gt; https://t.co/jQo9EAY1CK#vacina #CoronaVac",1401
"Dra. Luana prestou um depoimento didático e verdadeiro, apontando com firmeza os caminhos que a ciência indica para enfrentar a pandemia, tudo que Bolsonaro e seu entorno insistem em ignorar. A única vacina para ignorância é educação, mas isso também é negligenciado. #VacinaJa",1408
"A vacina é um avanço importante para combater a doença, mas as medidas de prevenção continuam sendo fundamentais para impedir os casos de dengue. Procure um posto de vacinação, proteja quem você ama.",1411
"Dengue: dose única, público-alvo ampliado e produção nacional são vantagens da nova vacina https://t.co/UAMRAwf0LN",1426
💉 Governo anuncia vacina brasileira contra dengue no SUS em 2026 - https://t.co/LrG3vEC7Q2 https://t.co/SYsRgyLsa7,1431
No cartão é possível verificar que Lewandowski recebeu duas doses da vacina contra a covid-19. #noticias #cartaodevacina https://t.co/66gDYTaz7K,1435
"@WestOfEden_ @madeinbajor Um ""artigo científico"" escrito por um jornalista que não usou como base de dados uma amostra de mortes súbitas em geral, mas de um grupo que apresentou alguma reação à vacina dentro de 7 dias, sendo que um bebê toma doses mensais. Por favor...",1442
Governo federal anuncia produção nacional de vacina dose única contra a denguehttps://t.co/IlkVd35JBp,1446
RT @portalR7: Dengue: menos da metade das crianças volta para tomar a 2ª dose da vacina mesmo com todo estoque mundial no Brasil 💉#Portal…,1449
Dengue: produção nacional e dose única são vantagens da nova vacina https://t.co/2WyBwL4IfC,1453
Procura pela vacina contra a dengue na rede pública de Belém está baixa https://t.co/WWn3HASybp,1454
"Cada vacina tem sua importância para diferentes idades, visando sempre a segurança e eficácia. Consulte sempre nosso calendário vacinal e as orientações da Secretaria de Saúde para saber qual imunizante você precisa tomar. Desde os pequenos até os idosos, todos têm suas vacinas… https://t.co/1FoM9w0FbE",1464
"Noticiei em 21/10 que uma possibilidade aventada na PGR é que Bolsonaro seja denunciado este ano e conjuntamente nas investigações da falsificação da carteira de vacina e da apropriação das joias sauditas, e na tentativa de golpe de Estado. Essa possibilidade persiste. E isso tem… https://t.co/92RIOiosSY https://t.co/HndzI2WUh4",1473
"@Adao_aps @puta_holistica @GORILLAZ1962 O próprio estudo indicado provou que as vacinas são seguras.Óbvio, podem ter reações adversas como qualquer outra vacina, mas a incidência de alterações é extremamente baixa.7 casos a cada 100k casos = 0.007%.",1481
O coronel Mauro Cid afirmou que o próprio ex-presidente Jair Bolsonaro pediu a ele que falsificasse a vacina da Covid-19 no cartão de vacina dele e da filha.#NoArNaCBN #Política https://t.co/SwTaZml6cN,1485
"O Governo Federal anunciou nesta terça-feira (25) acordo para produzir vacina contra a dengue, nacional e em dose única. A previsão é que a partir de 2026, sejam ofertadas 60 milhões de doses anuais.#NoArNaCBN #Dengue https://t.co/PD1Ncg8Wfi",1488
"Lula se reuniu com a ministra da Saúde, Nísia Trindade,  para definir a troca no ministério. O encontro ocorreu após o presidente participar de cerimônia de lançamento do acordo de produção de vacina nacional contra a dengue.#NoArNaCBN #Políticahttps://t.co/jhNfCSon1g",1489
"Vacina da gripe ficará disponível o ano todo para crianças, idosos e gestantes➡️Oferta do imunizante ficava restrita às campanhas sazonaishttps://t.co/fe2G0wk8gf",1490
Trabalhador que se recusa a tomar vacina contra a covid pode ser demitido https://t.co/anV9opmxQQ https://t.co/YAccFCAsOg,1491
População em situação de rua da região do Porto recebe vacina https://t.co/90HIqk8kv2 https://t.co/IPzej6WxHH,1492
"Vacina contra gripe agora no Calendário Nacional para crianças, gestantes e idosos. Disponível em março. #Saúde #Vacinação #ODiahttps://t.co/4mApi9euPD",1494
Vacina nacional e em dose única contra dengue será produzida pelo Instituto Butantanhttps://t.co/Sj2mNuyeSI,1495
"Dengue: um ano após início da imunização, procura por vacina é baixa. Das mais de 6,3 milhões de doses distribuídas, 3,2 foram aplicadas. https://t.co/ik2GQtaC0b",1498
"Para defender Bolsonaro, senador Márcio Bittar faz forte discurso a favor de tratamento precoce na @CNNBrasil. E lança suspeita sobre as “consequências” da vacina.",1499
"Goiânia recebeu 34.234 doses da vacina Qdenga e, até o momento, já aplicou 6.181 doses. No sábado, 2 de março, a capital terá sete salas de vacinas abertas, três a mais que o normal, para atender aos adolescentes de 12 a 14 anos. Aproveite essa oportunidade!",1502
"Hoje eu fui ao posto de saúde numa consulta e também tomar a vacina contra a gripe aqui no Rio. Tudo bem graças a Deus, nesse frio e sem chuva!. 🙏❤☺🤝 #Saúde #Vida #Rio #RJ #Climarj #Chuvarj #frio",1507
"Segunda-feira chuvosa em Manaus e aproveitei para levar a Dona Rosa, minha mãezinha de 83 anos, para tomar a vacina contra o Influenza.Hoje o procedimento foi tranquilo. O agente de saúde vem até o carro e o idoso… https://t.co/NqBbvFOsKK",1510
"Em Macapá, 1ª dose da vacina contra a Dengue está disponível para crianças e adolescentes entre 10 e 14 anosImunização está disponível em Unidades Básicas de Saúde com esquema vacinal de duas doses https://t.co/4xQzp6WG2a https://t.co/FIoaza8AFD",1513
"Vacina contra gripe é ofertada a toda a população de Belém a partir de sábado, 9 #g1Pará https://t.co/SG2rHrdnDo",1520
Governo Lula anuncia vacina 100% nacional contra a dengue no SUS em 2026 https://t.co/fRfyi2wluQ,1536
"📃Outros inquéritos de BolsonaroO ex-presidente também está sendo indiciado em outros dois inquéritos. Em março deste ano, a PF indiciou Bolsonaro e outras 16 pessoas por fraude em cartão de vacina da Covid-19. De acordo com o inquérito, um grupo ordenado pelo ex-presidente… https://t.co/bc5sJLlQbU",1537
"CASOS DE COVID-19 REGISTRADOS NO ESTADO ALERTAM PARA A VACINAÇÃOEntre as doses recebidas, estão 60 mil imunizantes da Pfizer Baby, para bebês de seis meses até quatro anos, e 50 mil doses da vacina Zalika, destinada ao público acima de 12 anos.https://t.co/6k3xAVkx0F",1539
"Essa história do Bolsonaro é um clichê brabo de RJ, né? Morador da Barra com certificado de vacina fraudado na Baixada pra viajar pra Orlando.",1551
"Segundo dados do Consórcio de Veículos de Imprensa, atualizados hoje (2), mais de 57% da população maior de 18 anos tomou a primeira dose no estado. Mas somente 22% desse grupo está totalmente vacinado!E você já tomou a sua vacina ou ainda está esperando a sua vez? 🧐 https://t.co/moBksL5O9k",1553
"🚨🔊🚨🔊Vacinas estão vindo com terapia gênica por RNAm, causando à Síndrome de Spike em todas as populações humanas, conduzindo ao estado doentio mórbido e ao óbito.Agora vem os danos desse experimento genético, que governo globalista chama vacina. https://t.co/vjRVxnynit",1560
Três crianças tiveram morte confirmada por raiva humana em Bertópolis/MG#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #raiva #morte #confirmada #alerta #vacina #crianças https://t.co/Z1LXFjN7Y6,1562
Ministério da Saúde amplia idade para receber vacina contra a denguehttps://t.co/aUQ1GlXw4I https://t.co/dDSiWmmppO,1563
Bronquiolite: Ministério da Saúde incorpora vacina contra VSR no SUShttps://t.co/jv4cqYF60h,1564
💉 Confira em quais estados a vacina contra a dengue será aplicada no SUSO Ministério da Saúde priorizou regiões de saúde com municípios de grande porte e que tiveram alta transmissão nos últimos 10 anoshttps://t.co/DUWIjbyveg,1566
"Indicado por Bolsonaro, Barra Torres disse que não houve motivação política nem intenção de “colocar água no chope” da vacina desenvolvida pelo Butantan. https://t.co/mRdoM4f6XW",1567
"Vacina contra influenza agora no Calendário Nacional para crianças, gestantes e idosos. #Saúde #Vacinação #MeiaHorahttps://t.co/pT31xbeM8S",1569
"Quando sociedade, poder público e entidades civis se unem o resultado é significativo! Pedimos tanto, lutamos tanto, oramos tanto, e agora o MS vai receber 150 mil doses da vacina da Janssen pra imunizar a população! Valeu a pena, sempre vale! Toda vida vale! 🙏🏼 #vacinageralms https://t.co/1oRKssyjxO",1573
"Hoje o Brasil receberá 1,5 milhão de doses da vacina da Janssen! Com dose única, elas vão acelerar a vacinação em todo o país, em especial, no Mato Grosso do Sul! Passei os últimos dias trabalhando para trazer o máximo de doses para cá! Vamos acompanhar de perto a distribuição!💉",1575
"💉⁣ Tomar a vacina e se descuidar da prevenção não é o mais adequado neste momento. A recomendação é exatamente o contrário. Só estaremos seguros com um número maior de pessoas vacinadas, por isso os cuidados devem ser mantidos. #SaudeCeara #GovernodoCeara #Prevencao https://t.co/qt4WS8cdBZ",1588
Primeira dose da vacina! 💉 ✅ #VivaOSuS #enfermagem #simaopl2564 https://t.co/oAPHcW44IT,1590
"RT @minsaude: #URGENTE: a partir de agora, a vacina Covid-19 da Pfizer/BioNTech poderá ser distribuída para todo Brasil! ✈️ A @anvisa_ofici…",1591
Foram aplicadas 62.585 doses da vacina e realizados 328.294 atendimentos.Alinhamento com a rede privada para protocolo de atendimento a pacientes com dengue. 7/8,1595
"Peço, agora, que os pais levem seus filhos, assim que iniciar efetivamente a imunização, aos postos de vacinação para que eles também tenham direito a essa dose de esperança. Vacina, sim! 💉",1596
"Chegou a vez das nossas crianças. A vacina é e sempre será o caminho mais eficaz no combate às doenças. Até os dois anos, as crianças recebem em torno de 15 vacinas, entre 1ª e 2ª doses. Com isso, doenças como varíola e poliomielite (paralisia infantil) foram erradicadas.",1597
Comissão de Saúde da Câmara Federal aprova projeto de Ney Leprevost que inclui vacina contra herpes-zóster no SUS https://t.co/uxUqNGyC44,1602
"A pandemia da COVID-19 deixou de ser uma ameaça global, o que comprova a eficácia das vacinas. Uma vitória da Ciência e do SUS, que precisa ser garantida com vacina no braço! Pessoas de todas as idades devem buscar um posto de saúde para atualizar a imunização.",1606
"A vacina contra a gripe já está disponível pra todas as pessoas com + de 6 meses de idade. Procure uma unidade básica de saúde e vacine-se. Com a proximidade do inverno, infecções respiratórias tendem a aumentar e a população precisa estar protegida. Essa é uma missão de tod@s!",1607
RT @folha: Aumento de casos de Covid provoca corrida a postos de vacina em SP https://t.co/q6BAUTtv4O,1613
A minha Paraíba supera o número de 5 mil mortos por Covid-19. Uma triste marca. Vidas ceifadas e famílias devastadas que choram suas perdas num cenário de incertezas.Todos os nossos esforços se voltam para o combate a esse vírus destruidor e a vacina para todos.,1614
"100% NACIONAL! O presidente Lula anunciou, um acordo para a produção nacional de vacina de dose única contra a dengue. A vacina será produzida em uma parceria entre o Instituto Butantan e a empresa WuXi Biologics. A previsão é ofertar 60 milhões de doses anuais a partir de 2026. https://t.co/R7eQge3S0k",1617
"Se fosse Lula na pandemia, não ia sobrar Brasil. Uma doença conhecida, que já tem até vacina e tratamento, não existe nada que justifique essa situação. Saudades de quando o Brasil tinha ministro da Saúde e presidente da República https://t.co/kjkXqwRsB2",1618
"A vacina da Janssen será o primeiro a ser utilizado no Brasil que precisa de apenas uma dose. Os demais imunizantes em utilização no país precisam de duas doses, com seus respectivos intervalos.Em breve teremos nossa totalmente população vacinada!",1620
"3% da população dessas regiões não tomou a vacina e nem pretende tomar.No Norte ainda temos déficit grande no saneamento e saúde de qualidade, além, é claro, da falta de testagem. A população padece com falta de assistência e a prevenção fica ainda mais difícil.",1621
RT @governomg: Minas já tem mais de 50% da população acima de 12 anos imunizada com as duas doses ou dose única da vacina que combate o cor…,1630
RT @governomg: Governo de Minas vacina profissionais de saúde em BH.“O Governo do Estado trabalha para garantir que a vacina atenda Belo H…,1632
"As primeiras doses da vacina contra a covid-19 para Minas Gerais já começaram a ser transportadas. Inicialmente, receberemos 561 mil doses para o início vacinação do grupo prioritário. Já estamos com a logística preparada para envio a todas as regiões de saúde. 💉 https://t.co/73AAYQzDg7",1634
"A prioridade, agora, é fazer com que a vacina chegue a cada canto de Minas, para que os grupos prioritários possam ter sua vacinação inicada na quarta. Estou a caminho de SP para trabalhar com o Governador @RomeuZema na imeidata liberação das doses destinadas a MG.",1635
Campanha de vacinação contra Influenza e Sarampo é prorrogada#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #saúde #cidades #vacina #campanha #prazo https://t.co/s9XksCb4Ad,1637
"#Saúde O Instituto Butantan, órgão ligado à Secretaria de Estado da Saúde, concluiu nesta segunda-feira (16), o pedido de registro à Anvisa da candidata à vacina contra a dengue, a Butantan-DV.Leia mais: https://t.co/aBmtHKTAkT https://t.co/TxvqzdT8kd",1642
"➡️Ministério da Saúde inclui vacina da gripe no Calendário Nacional de VacinaçãoEm 2024, a vacinação contra a influenza atingiu somente 55% do chamado público-alvo #sbtnews https://t.co/iLdElC0vGU https://t.co/yD1wyBLkhb",1643
Vacina da dengue: Lula anuncia imunização no SUS e produção nacional em 2026. #Lula #Dengue #Imunização #SUS #TVCultura https://t.co/KqExirD3St,1650
"Quem toma duas doses da vacina contra Covid-19 não vira corpo fechado. Quem toma uma dose da vacina, não está imunizado. Quem não se vacinou não pode se confiar em quem se vacinou. A pandemia não acabou e segue extremamente grave. Não vamos nos iludir.",1659
"VACINA CONTRA A GRIPE 💉 A partir da segunda quinzena de março, a vacina contra a gripe estará disponível em todas as salas de vacinação do SUS no Brasil para gestantes, idosos e crianças com idade entre seis meses e seis anos de idade. Isto porque o imunizante passou a fazer https://t.co/biqbr3zjx1",1675
"Norte-americanos sem vacina do sarampo não devem entrar no Brasil, diz pesquisadoraClique na imagem para ver 👇https://t.co/edDTuEcoDF",1691
Governo anuncia vacina contra a dengue para faixa de 2 a 59 anos em 2026. Imunizante será 100% brasileiro https://t.co/YelYseZT2W https://t.co/SqXMOtbBeC,1692
"Cinco anos após pandemia, não é possível tomar vacina da Covid na rede particularhttps://t.co/sw1ANYDnYo",1694
Bolsonaro deu ordem para inserir dados falsos de vacina em sistemaClique na imagem para ler 👇https://t.co/RbkUxgvbAo,1703
Vacina contra vírus sincicial respiratório é incorporada pelo SUShttps://t.co/Mir0NHGDc9,1706
"Pesquisa aponta falta de vacina em 65,8% dos municípios; governo nega. CNM relata ausência de imunizantes contra catapora e covid-19. https://t.co/fMa2hY3Mnr",1710
"Vacina da gripe para crianças entra no Calendário Nacional de Vacinação➡️Proteção contra a influenza já beneficiou mais de 193,4 mil crianças entre seis meses de vida até os seis anoshttps://t.co/BfLphje5LY",1714
Vacina contra gripe no Pará: Campanha é prorrogada até o fim de janeiro e ampliada para toda população. #g1Pará➡️ https://t.co/lhRO27Qh2x,1716
Governo anuncia vacina 100% nacional contra a dengue no SUS em 2026 https://t.co/1eU3q3nWMc,1721
@revistaoeste Governo lula é GenocidaIndios morrendo.Amazonia pegando fogoSem agua no nordesteCorreios afundandoPetrobras prejuizo recorde.Itaipu tendo que cobrir prejuizoE janja tentando abocanhar parte de tudo.Cadê as vacinas ?O Silvio comeu ?A Nisia deu a vacina para o Silvio ??,1725
"Dengue: um ano após início da imunização, procura por vacina é baixahttps://t.co/nttyjTfuxX https://t.co/z15QS3StHc",1745
"No dia 17 de janeiro de 2021, há dois anos, Mônica Calazans foi a primeira brasileira a receber uma dose de vacina contra Covid no país e o #ProfissãoRepórter registrou esse momento e depois acompanhou o dia a dia de trabalho da enfermeira. Relembre: https://t.co/w944N6AEIS https://t.co/00nvXDxD2S",1747
Vacina da gripe para bebês e crianças entra para o calendário nacional de imunizaçãohttps://t.co/26OPCuV0Cl,1748
"@draraissasoares Quiseram chamar uma terapia genetica experimental e nociva... de ""vacina"". Mataram e debilitaram mtos. Agora, o povo tem receio de vacinas de verdade.",1758
"Vacina contra gripe é ofertada a toda a população de Belém a partir de sábado, 9 de novembro https://t.co/SG2rHrdnDo #g1Pará",1760
Cidades de Alagoas vão começar a receber vacina contra a dengue - Jornal Extra de Alagoas https://t.co/hKgPHJz4vD via @ExtraAlagoas,1761
"▶️ Campo Grande realiza plantões de vacina neste fim de semanaSerão oferecidas vacinas de rotina, exceto a vacina contra a dengue e a BCG#UltimasNoticias #CapitalNewshttps://t.co/QD27UXp7v2",1762
"A estimativa é de que o número total de crianças de 10 e 11 anos seja de 35.395, na capital alagoana. Ainda não há previsão de quando a vacinação em Maceió será aberta para outras faixas etárias.#CBNmaceió #cbnmaceió #Alagoas #Jornalismo #notícia #vacina #criança #etapa #baixo https://t.co/tW0RqYhxuZ",1763
Lula e Nísia anunciam vacina 100% nacional contra dengue. Produção começa em 2026. #Saúde #Brasil #Vacina #MeiaHora https://t.co/GDS79yesCC,1768
"Vacina contra Covid reduz risco cardiovascular em pacientes com câncer, indica estudoO grupo de pacientes com câncer vacinados teve um risco 34% menor para complicações como arritmias, infarto e insuficiências cardíacashttps://t.co/fHtAhwUJZY",1771
RT @portalR7: Governo anuncia acordo para produção da primeira vacina 100% nacional contra a dengue#PortalR7 #R7https://t.co/b6h1pMU8pD,1772
"@MLucchinni Marina cinza, as maiores queimadas da história, o maior número de pessoas com dengue, inflação disparada, remédio negado, vacina da dengue, onde pra essa senhora tem rumo esse governo.",1773
"@Thamirysssxxx Olha na época fui no posto de saúde, ai informei a minha idade e tal ai averiguaram as vacinas que teriam que ser feitas dali em diante , tirei sangue pra ver se era imune a  um tipo de vacina que eu tinha que ter feito e não lembrava e tal, ai deram uma nova carteirinha",1777
"o mais engraçado disso é q de um lado um povo que tá preso a ser pro vax por causa de uma vacina merda do covid e do outro lado o povo que virou antivax por causa da vacina merda do covid.covid uniu pessoas demais, tinha q vir a 2.0 pra unir com eficácia de 5.000%",1786
"@marco_dharma @RenanSantosMBL Ria do morto por covid mas a vacina veio, a inflação não tava comendo solta, o brasileiro tinha poder de compra... Por mim, deixasse o tio do pavê fazendo piada tosca do que o educatinho do cachaceiro",1792
"@EuQueroDemais @poponze Kkkkkk tu tá tirando né fdp, no governo Bolsonaro nem vacina o cara comprava",1798
"Um dos resultados que as pessoas mais necessitam é o de ter uma boa saúde. E pra isso nós precisamos ter uma rede de apoio, que é o SUS, que é a atenção básica. É o preventivo que a mulher precisa fazer, é a vacina que a criança precisa tomar na idade certa. #PactoPelaSaúdeBahia",1801
"💉 Vacina da gripe para crianças estará disponível durante o ano todo no Ceará, diz Ministério da SaúdeA imunização, que antes estava disponível apenas em campanhas sazonais, agora entrou para o Calendário Nacional de Vacinaçãohttps://t.co/FEm9waFSt6",1805
"A influenciadora digital baiana Paloma Souza, de 28 anos, que foi mordida por um macaco quando estava em uma praia na Tailândia, relatou nas redes sociais que teve alergia à vacina contra a raiva e decidiu antecipar a volta para o Brasil. https://t.co/zOlflipEok #g1 #g1ba https://t.co/XtpaSB84Zp",1806
@senadorhumberto Genocida é aquele que não compra vacina pra dengue???Ou que se omite para as queimadas ??,1809
"""também esqueceu de tomar a segunda dose da vacina contra HPV e ficou na dúvida: será que ainda dá tempo? Eu passei por isso! Mas, é super importante completar o esquema vacinal contra HPV""! @draameirelles @beepsaude exames e vacinas em dia e em casa!https://t.co/5bujWPKckT",1813
💉 Lula anuncia primeira vacina de dose única contra dengue totalmente fabricada no BrasilPrevisão é de que as primeiras doses estejam disponíveis em 2026. Entenda: https://t.co/weo4B7cdMFhttps://t.co/weo4B7cdMF,1829
"@Jikkyleaks aqui está o caso de amor entre as Agências Reguladoras e o Governo Brasileiro com a vacina anti #COVID da #AstraZeneca.via @grokA Vacina AstraZeneca/Fiocruz e seus problemasA vacina anti-COVID da #AstraZeneca, desenvolvida em parceria com a Universidade de Oxford",1830
"@tugar1904 @artlwis Mas o problema é que está a ir além da vacina do covid, de repente os anti vax conseguiram puxar um pessoal diga se de passagem vacinado que agora n querem vacinar os filhos",1835
"Boa notícia para os mineiros: o @governomg recebeu hoje comunicado da Anvisa autorizando a importação da vacina russa Sputnik V, em caráter excepcional. Poderão ser adquiridas até 428 mil doses, o que permitirá um importante avanço na vacinação estadual.https://t.co/NQGw3kdc8Z https://t.co/YZJqG1JwYg",1842
A atriz Brandi Glanville sofre de parasita que causa desfiguração facial após reforço da CovidSigam o 🧵👇A estrela de reality show Brandi Glanville revelou uma história angustiante de tormento médico que começou depois que ela recebeu uma dose de reforço da vacina contra a… https://t.co/gQCARbCWFk https://t.co/wtTXxFeJLS,1845
"Bolsonaro, que chamava o povo de ""maricas"", ""frouxos"" e ""idiotas"", quem queria se proteger da covid na pandemia. Que chamada vacina de ""vachina"", e dizia ""pressa pra comprar vacina, porque?”Familia thuthuca de torturador só tem empatia para os seus",1863
"Comecei a assistir o Flow 21:20 e já tô com ódio. O cara compara bula de remédio com bula de vacina, que era experimental já que os testes não tinham sido todos feitos. E a da Pfizer com uma tecnologia nunca usada em pessoas. Taqueopariu!",1865
Vacina da gripe fará parte do calendário nacional de imunização para bebês e crianças. #Vacina #Saúde #JTCultura #TVCultura https://t.co/2e1q130Lvk,1871
"A vacina segue disponível para crianças e adolescentes de 10 a 16 anos que ainda não se vacinaram.Para se imunizar, basta levar um documento de identidade e, se possível, a caderneta de vacinação. A vacinação está disponível em todas as unidades de Atenção Primária da cidade.",1877
NÉVOA CEREBRAL PÓS-VACINA DA COVID E DISFUNÇÃO IMUNOLÓGICA ESTÃO ASSOCIADAS À PROTEÍNA SPIKEPesquisadores da Universidade de Yale detectaram a proteína spike da vacina contra a COVID-19 no sangue de pelo menos uma pessoa 709 dias após a vacinação — um tempo significativamente… https://t.co/9T5qFDJ9GJ https://t.co/DCLvHZAFWf,1883
"NOVO IMUNIZANTE | O Ministério da Saúde anunciou esta semana que vai incorporar ao Sistema Único de Saúde (SUS) uma vacina contra o vírus sincicial respiratório (VSR), uma das principais causas de infecções respiratórias graves em bebês, incluindo a bronquiolite. https://t.co/0symxLl8GN",1893
"Jovem de 26 anos é de General Salgado (SP) e teve a ideia de tatuar no braço o local exato para receber a dose da vacina CoronaVac.Parafraseando a nova versão de ""Bum bum tam tam"", de MC Fioti, a ""vacina envolvente mexeu com a mente"" de um estudante dehttps://t.co/sGa0CD4yBA https://t.co/5QB8y0zbUb",1894
Governo anuncia vacina 100% nacional contra a dengue no SUS em 2026https://t.co/neHBu2SB4N,1896
Dengue: Lula anuncia produção de vacina para pessoas de 2 a 59 anos https://t.co/Bv0CHmpCNJ via @Fato Amazônico,1897
"Ministério da Saúde inclui vacina contra influenza no Calendário Nacional para crianças, gestantes e idosos. Disponível em março. #Vacinação #Saúde #Influenza #Brasil #MeiaHora https://t.co/M8uLALzMtJ",1898
"Fundo econômico é vacina contra vírus do governo Lula, diz Caiado à CNN https://t.co/Lu8olX9ue4",1901
#vacina #vacinacao #dengue #aedes #aedesaegypti  #saudepublica https://t.co/IE4e66MCe6,1914
"@joaquimsacouto Atenção que eu infelizmente tomei a vacina moderna e não limitou o meu discernimento!Mas concordo que as vacinas foram um embuste e muito perigosas, porque não foram testadas",1927
Preparo físico-químico venenoso vulgo vacina COVID-19 causam CÂNCER TURBO...FATAL!💉💉💉,1931
Anvisa aponta que ainda não foi autorizada para retomar os testes da vacina no Brasil. https://t.co/ZcH3uAam30,1937
Vacina da gripe para crianças entra no Calendário de Vacinação da Bahia e de outros estados brasileiros: https://t.co/oBy5FVqC0K,1940
"@gzhdigital Vacina do que? @gzhdigital o que foi injetado forçadamente na população mundial para ""proteção"" contra o Covid NÃO É UMA VACINA, é isso é muito claro para qualquer jornalista minimamente sério e competente. A terapia genética experimental está causando imensos danos e mortes.",1954
@elisena_febras @xicosa A claro.O governo só bancou a pesquisa da vacina da Dengue. Aprovou.Vai produzir para o mundo inteiro e incluiu no calendário vacinal.Ainda reforçou e incentivou a todo o pais   as medidas de combate ao mosquito.Fez tudo ao contrário que o Miliciano não fez.,1957
"Aí depois vem o ""Jovem de APENAS 25 anos morre de problemas cardiovasculares"" e o pessoal dizendo que foi a vacina de covid 💉.",1966
"Estamos todos juntos na prevenção! 💉🫂A vacinação contra a gripe e a Covid-19 é essencial para proteger nossa saúde e combater as síndromes respiratórias agudas graves (SRAG). A vacina contra Influenza está disponível a partir dos seis meses e, para quem precisa, temos",1969
"@urubullish Quem diria que as vacinas de MRNA que eram aplaudidas e consideradas avançadas  seriam as inseguras e a vacina Chinesa desacreditada, sem uso da tecnologia a única segura?",1981
"“🔥☠️💉 ⚠️ LEMBRETE - O maior estudo sobre a segurança da “vacina” COVID-19 já realizado, envolvendo 99 milhões de indivíduos, confirmou que as injeções NÃO SÃO SEGURAS PARA USO HUMANO:➊ Aumento de 610% no risco de miocardite após injeção de plataforma de mRNA.➋ Aumento de",1990
@martocas13 eu entendo mas a questão das pessoas criticarem ele é pelo fato de se vacinar pq tem muito anti vax nos comentários falando merda e querendo ou não na época do COVID deixar de tomar vacina era mil vezes pior do que tomar uma que foi desenvolvida rápido na intenção de salvar vidas,1992
"Mpox: dose única de vacina mostra eficácia de 84% contra infecção, mas oferece proteção insuficiente para pessoas com HIV https://t.co/BnuvHXSjZY",1998
Governo federal anuncia criação de vacina contra dengue 100% nacionalhttps://t.co/g0FqJjF9cI,1999
"14 milhões de desempregadosMais de 520 mil mortos por CovidDevastação da AmazoniaCom Bolsonaro, só tem vacina se tiver PROPINA!Não dá para esperar 2022. Pra ter comida no prato e vacina no braço é preciso derrotar Bolsonaro agora.Às ruas no #3JForaBolsonaro https://t.co/zFUMB3R92Z",2013
"Dengue: um ano após início da imunização, procura por vacina é baixahttps://t.co/sAPkgsHI20(Foto: Divulgação/SES/Israel Pontes) https://t.co/NgEi5qk6Tp",2015
"Vacina sim! Vacina já! Um novo lote com 117.400 doses da vacina chegou ao Pará, sendo 24.580 delas para Belém, e o @GovernoPara poderá prosseguir com o plano de vacinação dos idosos de 68 e 69 anos! Nossa maior esperança e única saída é a ciência! Queremos um #ParáVacinado!💉✅",2016
"EM SANTA CATARINA, SALAS DE VACINA JÁ UTILIZAM A DOSE INJETÁVEL COMO REFORÇO CONTRA A POLIOMIELITEhttps://t.co/rMe4qo4cJJ#jornaldamanha #jovempanuva #tiagoamaral #uniaodavitoria #parana #portouniao #santacatarina #injetavel #vacina #poliomielite #gotinha",2034
"São José dos Campos ultrapassou a marca de 80% da população adulta imunizada com duas doses ou dose única de vacina contra a covid. 95,8% já tomaram a 1ª dose (578.726) e 6.8% tomaram a 3ª dose (41.596). https://t.co/2KWWywnI84",2042
"Março Lilás realiza campanhas de prevenção ao câncer do colo de úteroEmbora possua vacina disponível na rede pública de saúde, doença é uma das mais letais do Brasil e foco de estratégia global da OMShttps://t.co/wc2MvkDHKh",2043
"RT @agencialupa: Circula um vídeo da médica Maria Emília Gadelha Serra dizendo que a vacina da Covid-19 pode fazer crianças morrerem ""de ma…",2046
📰Sarampo: saiba quais postos de saúde disponibilizam a vacina no DFO imunizante contra o sarampo está disponível gratuitamente e é a principal forma de prevenção contra a doençahttps://t.co/GewOozR1Sj,2048
"Apenas 5,34% do público-alvo recebeu a segunda dose da vacina contra dengue em Pernambucohttps://t.co/rrg05mRTOI",2049
Cerquilho aplica vacina contra a gripe em postos instalados em supermercados; veja onde se vacinar https://t.co/lSsozn4us5 #g1 #Cerquilho,2050
